key,exclusive_sec,inclusive_sec,count,avg_ms,exclusive_percent,algorithm,t_end,dt_frame,dt_sub,bodies
detector.query_manifold,1147.683845802,1147.683845802,30600,37.506008,99.9506,,,,,
world.compute_forces,0.567528698,1148.251374501,30600,0.018547,0.0494,,,,,
TOTAL,1148.251374501,2295.935220303,,,100.00,,,,,
