time,fixed_x,fixed_y,fixed_z,fall_x,fall_y,fall_z,fixed_vx,fixed_vy,fixed_vz,fall_vx,fall_vy,fall_vz,distance
1.749999999999918,0.0,0.0,0.0,-2.6248850809544417,3.7930368319228016,203.97994557626936,0.0,0.0,0.0,-3.9692766519069242,5.7355185021392625,3.999015256637729,204.0320939151347
1.759999999999917,0.0,0.0,0.0,-2.66457784747351,3.850392016944192,204.0194457288357,0.0,0.0,0.0,-3.9692766519069242,5.7355185021392625,3.9010152566377263,204.07317248793564
1.7699999999999159,0.0,0.0,0.0,-2.7042706139925783,3.9077472019655826,204.0579658814021,0.0,0.0,0.0,-3.9692766519069242,5.7355185021392625,3.8030152566377238,204.1132945386058
1.7799999999999148,0.0,0.0,0.0,-2.7439633805116466,3.965102386986973,204.0955060339685,0.0,0.0,0.0,-3.9692766519069242,5.7355185021392625,3.7050152566377212,204.15246007637174
1.7899999999999137,0.0,0.0,0.0,-2.783656147030715,4.022457572008365,204.13206618653487,0.0,0.0,0.0,-3.9692766519069242,5.7355185021392625,3.6070152566377187,204.19066911112114
1.7999999999999126,0.0,0.0,0.0,-2.823348913549783,4.07981275702976,204.16764633910125,0.0,0.0,0.0,-3.9692766519069242,5.7355185021392625,3.509015256637716,204.2279216534027
1.8099999999999115,0.0,0.0,0.0,-2.8630416800688514,4.137167942051155,204.2022464916676,0.0,0.0,0.0,-3.9692766519069242,5.7355185021392625,3.4110152566377137,204.26421771442574
1.8199999999999104,0.0,0.0,0.0,-2.9027344465879197,4.19452312707255,204.23586664423402,0.0,0.0,0.0,-3.9692766519069242,5.7355185021392625,3.313015256637711,204.29955730606048
1.8299999999999093,0.0,0.0,0.0,-2.942427213106988,4.251878312093945,204.26850679680038,0.0,0.0,0.0,-3.9692766519069242,5.7355185021392625,3.2150152566377086,204.3339404408376
1.8399999999999082,0.0,0.0,0.0,-2.9821199796260562,4.30923349711534,204.30016694936677,0.0,0.0,0.0,-3.9692766519069242,5.7355185021392625,3.117015256637706,204.36736713194864
1.849999999999907,0.0,0.0,0.0,-3.0218127461451245,4.366588682136735,204.33084710193316,0.0,0.0,0.0,-3.9692766519069242,5.7355185021392625,3.0190152566377035,204.39983739324578
1.859999999999906,0.0,0.0,0.0,-3.061505512664193,4.42394386715813,204.36054725449952,0.0,0.0,0.0,-3.9692766519069242,5.7355185021392625,2.921015256637701,204.4313512392421
1.8699999999999048,0.0,0.0,0.0,-3.101198279183261,4.481299052179525,204.38926740706592,0.0,0.0,0.0,-3.9692766519069242,5.7355185021392625,2.8230152566376985,204.46190868511172
1.8799999999999037,0.0,0.0,0.0,-3.1408910457023294,4.5386542372009195,204.41700755963228,0.0,0.0,0.0,-3.9692766519069242,5.7355185021392625,2.725015256637696,204.49150974668999
1.8899999999999026,0.0,0.0,0.0,-3.1805838122213976,4.5960094222223145,204.44376771219868,0.0,0.0,0.0,-3.9692766519069242,5.7355185021392625,2.6270152566376934,204.5201544404736
1.8999999999999015,0.0,0.0,0.0,-3.220276578740466,4.653364607243709,204.46954786476505,0.0,0.0,0.0,-3.9692766519069242,5.7355185021392625,2.529015256637691,204.54784278362112
1.9099999999999004,0.0,0.0,0.0,-3.259969345259534,4.710719792265104,204.49434801733142,0.0,0.0,0.0,-3.9692766519069242,5.7355185021392625,2.4310152566376884,204.57457479395313
1.9199999999998993,0.0,0.0,0.0,-3.2996621117786025,4.768074977286499,204.51816816989782,0.0,0.0,0.0,-3.9692766519069242,5.7355185021392625,2.333015256637686,204.60035048995283
1.9299999999998982,0.0,0.0,0.0,-3.3393548782976707,4.825430162307894,204.54100832246417,0.0,0.0,0.0,-3.9692766519069242,5.7355185021392625,2.2350152566376833,204.62516989076607
1.9399999999998971,0.0,0.0,0.0,-3.379047644816739,4.882785347329289,204.56286847503057,0.0,0.0,0.0,-3.9692766519069242,5.7355185021392625,2.1370152566376808,204.64903301620237
1.949999999999896,0.0,0.0,0.0,-3.4187404113358073,4.940140532350684,204.58374862759695,0.0,0.0,0.0,-3.9692766519069242,5.7355185021392625,2.0390152566376782,204.67193988673498
1.959999999999895,0.0,0.0,0.0,-3.4584331778548756,4.997495717372079,204.60364878016333,0.0,0.0,0.0,-3.9692766519069242,5.7355185021392625,1.9410152566376786,204.6938905235016
